vorname,anzahl,geschlecht
Yasin,7,m
Elina,6,w
Elisa,6,w
Elise,6,w
Fatima,6,w
Jolina,6,w
Lana,6,w
Louisa,6,w
Maja,6,w
Malina,6,w
Paulina,6,w
Pauline,6,w
Stella,6,w
Victoria,6,w
Aras,6,m
Baran,6,m
Bennet,6,m
Efe,6,m
Eymen,6,m
Ibrahim,6,m
James,6,m
John,6,m
Joshua,6,m
Karim,6,m
Luke,6,m
Mahmoud,6,m
Maxim,6,m
Mohamad,6,m
Richard,6,m
Ryan,6,m
Sam,6,m
Talha,6,m
Till,6,m
Tobias,6,m
Tom,6,m
Valentin,6,m
Adele,5,w
Amina,5,w
Amira,5,w
Ayşe,5,w
Carla,5,w
Elena,5,w
Elissa,5,w
Emelie,5,w
Esma,5,w
Havin,5,w
Isabella,5,w
Klara,5,w
Käthe,5,w
Layan,5,w
Leyla,5,w
Linda,5,w
Lotte,5,w
Lucy,5,w
Matilda,5,w
Merle,5,w
Michelle,5,w
Milena,5,w
Nele,5,w
Sofia,5,w
Viktoria,5,w
Zoé,5,w
Alex,5,m
Amar,5,m
Angelo,5,m
Antonio,5,m
Berat,5,m
Damian,5,m
Eduard,5,m
Elyas,5,m
Frederik,5,m
Fritz,5,m
Ian,5,m
Jacob,5,m
Jayden,5,m
Johannes,5,m
Julius,5,m
Malek,5,m
Marcel,5,m
Mats,5,m
Maurice,5,m
Mert,5,m
Michael,5,m
Muhammad,5,m
Nick,5,m
Noel,5,m
Ole,5,m
Oliver,5,m
Otto,5,m
Samuel,5,m
Sebastian,5,m
Simon,5,m
Taim,5,m
Thomas,5,m
Younes,5,m
Yousef,5,m
Alissa,4,w
Alma,4,w
Amalia,4,w
Amélie,4,w
Annelie,4,w
Antonia,4,w
Dilara,4,w
Elin,4,w
Fiona,4,w
Gül,4,w
Hatice,4,w
Helene,4,w
Julie,4,w
Lilli,4,w
Lisa,4,w
Lou,4,w
Luana,4,w
Magdalena,4,w
Mara,4,w
Martha,4,w
Melinda,4,w
Meryem,4,w
Miriam,4,w
Paula,4,w
Pia,4,w
Sara,4,w
Selma,4,w
Tilda,4,w
Valeria,4,w
Yara,4,w
Yasmin,4,w
Zahraa,4,w
Ahmed,4,m
Alfred,4,m
Amin,4,m
Bruno,4,m
Burak,4,m
Cem,4,m
Constantin,4,m
Dominik,4,m
Edgar,4,m
Eliah,4,m
Emanuel,4,m
Emre,4,m
Ertuğrul,4,m
Fatih,4,m
Friedrich,4,m
Hannes,4,m
Henri,4,m
Henry,4,m
Hugo,4,m
Ilias,4,m
Jamal,4,m
Juri,4,m
Justus,4,m
Khaled,4,m
Kian,4,m
Kilian,4,m
Konstantin,4,m
Kuzey,4,m
Leopold,4,m
Luan,4,m
Markus,4,m
Michel,4,m
Mika,4,m
Mikail,4,m
Mohammed,4,m
Musa,4,m
Nathan,4,m
Nikolas,4,m
Pepe,4,m
Philipp,4,m
Phillip,4,m
Ricardo,4,m
Rudolf,4,m
Salim,4,m
Sören,4,m
Umut,4,m
Willi,4,m
Wolfgang,4,m
Yassin,4,m
Yunus,4,m
Aaliyah,3,w
Aleyna,3,w
Alin,3,w
Alisa,3,w
Aliya,3,w
Alva,3,w
Amar,3,w
An,3,w
Anastasia,3,w
Andra,3,w
Annabelle,3,w
Antonella,3,w
Asya,3,w
Aurelia,3,w
Aylin,3,w
Azra,3,w
Beyza,3,w
Carlotta,3,w
Cassandra,3,w
Cataleya,3,w
Claire,3,w
Defne,3,w
Destiny,3,w
Eleni,3,w
Elida,3,w
Eliza,3,w
Elli,3,w
Elsa,3,w
Emilie,3,w
Enie,3,w
Fatma,3,w
Florentine,3,w
Fritzi,3,w
Grace,3,w
Greta,3,w
Halime,3,w
Helin,3,w
Ingrid,3,w
Isabel,3,w
Isabell,3,w
Jessica,3,w
Jolene,3,w
Joline,3,w
Jona,3,w
Josefine,3,w
Josephin,3,w
Juliana,3,w
Karina,3,w
Karla,3,w
Katrin,3,w
Kübra,3,w
Laya,3,w
Leonora,3,w
Lien,3,w
Liv,3,w
Livia,3,w
Abdullah,3,m
Lotta,3,w
Abel,3,m
Lucia,3,w
Adem,3,m
Mailin,3,w
Adnan,3,m
Malia,3,w
Ahmet,3,m
Marleen,3,w
Akram,3,m
Marta,3,w
Alvar,3,m
Marwa,3,w
Anthony,3,m
Maryam,3,w
Artur,3,m
Melia,3,w
Ayaz,3,m
Melis,3,w
Batuhan,3,m
Melisa,3,w
Benedikt,3,m
Milla,3,w
Bilal,3,m
Minel,3,w
Béla,3,m
Miray,3,w
Caspar,3,m
Mona,3,w
Danilo,3,m
Narin,3,w
Darius,3,m
Nina,3,w
Dean,3,m
Nour,3,w
Diyar,3,m
Olivia,3,w
Elijah,3,m
Rayan,3,w
Elliot,3,m
Romy,3,w
Eric,3,m
Rosa,3,w
Eyüp,3,m
Rose,3,w
Furkan,3,m
Samira,3,w
Günter,3,m
Su,3,w
Henrik,3,m
Talia,3,w
Ilay,3,m
Tamara,3,w
İlyas,3,m
Theresa,3,w
İsmail,3,m
Tuana,3,w
Issa,3,m
Viola,3,w
Ivan,3,m
Zofia,3,w
Jamie,3,m
Jannik,3,m
Janosch,3,m
Jonah,3,m
Justin,3,m
Jürgen,3,m
Kaya,3,m
Kenan,3,m
Lasse,3,m
Leander,3,m
Lennox,3,m
Lino,3,m
Lio,3,m
Mahdi,3,m
Malte,3,m
Manuel,3,m
Marc,3,m
Matei,3,m
Matti,3,m
Mike,3,m
Milo,3,m
Mirza,3,m
Moussa,3,m
Nicolas,3,m
Orlando,3,m
Osman,3,m
Pascal,3,m
Ragnar,3,m
Rainer,3,m
Said,3,m
Selim,3,m
Taha,3,m
Teoman,3,m
Timo,3,m
Tyler,3,m
Wilhelm,3,m
Alena,2,w
Alia,2,w
Alice,2,w
Amilia,2,w
Andreea,2,w
Ann,2,w
Annabell,2,w
Anouk,2,w
Ariana,2,w
Arin,2,w
Asena,2,w
Asil,2,w
Asmin,2,w
Assil,2,w
Aurelie,2,w
Ava,2,w
Ayah,2,w
Aysha,2,w
Bayan,2,w
Belinay,2,w
Bella,2,w
Beren,2,w
Büşra,2,w
Canan,2,w
Cansu,2,w
Celin,2,w
Celina,2,w
Celine,2,w
Ceylin,2,w
Charlie,2,w
Christin,2,w
Christina,2,w
Claudia,2,w
Dalal,2,w
Daniela,2,w
Daria,2,w
Abdulrahman,2,m
Debora,2,w
Adil,2,m
Devi,2,w
Alan,2,m
Diana,2,w
Aleksander,2,m
Dua,2,w
Alim,2,m
Ecrin,2,w
Alp,2,m
Edda,2,w
Alpaslan,2,m
Elmas,2,w
Alwin,2,m
Emely,2,w
Anas,2,m
Emine,2,w
Andrei,2,m
Enisa,2,w
Anuar,2,m
Enissa,2,w
Arda,2,m
Esila,2,w
Arlind,2,m
Esilya,2,w
Armin,2,m
Estelle,2,w
Asaf,2,m
Estera,2,w
Aurelio,2,m
Evelin,2,w
Aurelius,2,m
Evelyn,2,w
Bela,2,m
Eylül,2,w
Billie,2,m
Ezgi,2,w
Bo,2,m
Fabienne,2,w
Brian,2,m
Fatme,2,w
Bryan,2,m
Feline,2,w
Bulut,2,m
Fenja,2,w
Carlo,2,m
Filippa,2,w
Chris,2,m
Frieda,2,w
Christiaan,2,m
Giulia,2,w
Christian,2,m
Hailey,2,w
Cihan,2,m
Hajar,2,w
Deniz,2,m
Halima,2,w
Dennis,2,m
Hana,2,w
Detlef,2,m
Hanni,2,w
Dijar,2,m
Hermine,2,w
Dominic,2,m
Holly,2,w
Don,2,m
Iliana,2,w
Dragan,2,m
Iman,2,w
Dzenan,2,m
Inci,2,w
Edward,2,m
İrem,2,w
Eliyas,2,m
Iris,2,w
Elvis,2,m
Irma,2,w
Emilian,2,m
Izabela,2,w
Emin,2,m
Janice,2,w
Emircan,2,m
Janine,2,w
Ensar,2,m
Jella,2,w
Eray,2,m
Jennifer,2,w
Eren,2,m
Jenny,2,w
Erich,2,m
Joleen,2,w
Fabricio,2,m
Jolie,2,w
Federico,2,m
Joy,2,w
Finlay,2,m
Jule,2,w
Finley,2,m
Juli,2,w
Florian,2,m
Karin,2,w
Fox,2,m
Kate,2,w
Frank,2,m
Klea,2,w
Fred,2,m
Kristina,2,w
Frieder,2,m
Larissa,2,w
Fynn,2,m
Layal,2,w
Gustav,2,m
Leandra,2,w
Hadi,2,m
Leila,2,w
Haidar,2,m
Lejla,2,w
Halil,2,m
Lenja,2,w
Hans,2,m
Leoni,2,w
Harry,2,m
Leonore,2,w
Hasan,2,m
Leyana,2,w
Heinrich,2,m
Liana,2,w
Hendrik,2,m
Lidija,2,w
İbrahim,2,m
Lieselotte,2,w
Ilja,2,m
Lijana,2,w
Ilkan,2,m
Lili,2,w
Ilyas,2,m
Lilia,2,w
Imran,2,m
Lin,2,w
Ingo,2,m
Lisbeth,2,w
Isa,2,m
Liz,2,w
Ismail,2,m
Ljiljana,2,w
Jack,2,m
Ljubinka,2,w
Jacques,2,m
Lore,2,w
Jamil,2,m
Louise,2,w
Janik,2,m
Lovisa,2,w
Jannes,2,m
Lucía,2,w
Jascha,2,m
Luzia,2,w
Jason,2,m
Malaak,2,w
Josef,2,m
Malea,2,w
Kacper,2,m
Malin,2,w
Kai,2,m
Mandy,2,w
Kassem,2,m
Marisol,2,w
Kemal,2,m
Marla,2,w
Kennedy,2,m
Masal,2,w
Kevin,2,m
May,2,w
Khalil,2,m
Mayla,2,w
Kiran,2,m
Melanie,2,w
Kirilov,2,m
Meliha,2,w
Klaus,2,m
Melissa,2,w
Kron,2,m
Mia-Sophie,2,w
Lars,2,m
Midea,2,w
Leevi,2,m
Monika,2,w
Lennard,2,m
My,2,w
Lenny,2,m
Nadine,2,w
Leonardo,2,m
Naomi,2,w
Leonas,2,m
Natalie,2,w
Leonhard,2,m
Neele,2,w
Lian,2,m
Nehir,2,w
Lias,2,m
Nicole,2,w
Lion,2,m
Nikita,2,w
Liyan,2,m
Nora,2,w
Lucian,2,m
Paige,2,w
Lui,2,m
Petra,2,w
Luka,2,m
Petrovna,2,w
Lutz,2,m
Philina,2,w
Maksymilian,2,m
Philine,2,w
Mario,2,m
Rabia,2,w
Marko,2,m
Rabiya,2,w
Marley,2,m
Rahaf,2,w
Marvin,2,m
Rebeca,2,w
Mateo,2,m
Rebecca,2,w
Mathias,2,m
Riem,2,w
Matthes,2,m
Rim,2,w
Miguel,2,m
Rita,2,w
Mio,2,m
Ruby,2,w
Miraç,2,m
Rukaya,2,w
Nam,2,m
Ruth,2,w
Nicholas,2,m
Selin,2,w
Nico,2,m
Selina,2,w
Nidal,2,m
Sergeevna,2,w
Nikodem,2,m
Sibeldzhanova,2,w
Nikolai,2,m
Sıla,2,w
Nima,2,m
Sirin,2,w
Nour,2,m
Sofie,2,w
Orhan,2,m
Stefania,2,w
Peter,2,m
Sultan,2,w
Phil,2,m
Summer,2,w
Phong,2,m
Svea,2,w
Piet,2,m
Tala,2,w
Prince,2,m
Talya,2,w
Rafael,2,m
Tamia,2,w
Rasim,2,m
Teresa,2,w
Reto,2,m
Theodora,2,w
Rio,2,m
Wanda,2,w
Robin,2,m
Wiebke,2,w
Rüzgar,2,m
Wilma,2,w
Salih,2,m
Yasin,2,w
Sami,2,m
Yasmina,2,w
Samir,2,m
Zahra,2,w
Seif,2,m
Zara,2,w
Seyyid,2,m
Zehra,2,w
Shawn,2,m
Zerya,2,w
Sinan,2,m
Zoe,2,w
Stephan,2,m
Zuzanna,2,w
Sven,2,m
Şerife,2,w
Taavi,2,m
Tamino,2,m
Tarik,2,m
Taylan,2,m
Taym,2,m
Thiago,2,m
Thies,2,m
Tiberius,2,m
Timur,2,m
Tristan,2,m
Uwe,2,m
Veselin,2,m
Victor,2,m
Viktor,2,m
Vo,2,m
Wanja,2,m
Yiğit,2,m
Younis,2,m
Yusef,2,m
