vorname,anzahl,geschlecht
Kimberly,2,w
Jordan,2,m
Kristin,2,w
Joscha,2,m
Lanea,2,w
Josef,2,m
Larissa,2,w
Joseph,2,m
Leonora,2,w
Joël,2,m
Lidia,2,w
Julien,2,m
Liesbeth,2,w
Jörg,2,m
Lila,2,w
Kai,2,m
Lillith,2,w
Karim,2,m
Lilo,2,w
Karlsson,2,m
Lina-Marie,2,w
Kaspar,2,m
Linh,2,w
Kian,2,m
Linn,2,w
Kiano,2,m
Loni,2,w
Killian,2,m
Lorelai,2,w
Kjeld,2,m
Loreley,2,w
Korbinian,2,m
Luana,2,w
Lenn,2,m
Lupita,2,w
Lennart,2,m
Luzie,2,w
Lenox,2,m
Lynn,2,w
Levy,2,m
Madita,2,w
Lew,2,m
Madlen,2,w
Lewis,2,m
Maggie,2,w
Lirian,2,m
Margaretha,2,w
Logan,2,m
Mariana,2,w
Loki,2,m
Mariko,2,w
Lunis,2,m
Marlies,2,w
Mads,2,m
Martina,2,w
Maksim,2,m
Mathea,2,w
Manfred,2,m
Mavie,2,w
Marcel,2,m
Maxi,2,w
Marius,2,m
Maxima,2,w
Marty,2,m
Melia,2,w
Maël,2,m
Melinda,2,w
Minh,2,m
Meta,2,w
Miron,2,m
Michaela,2,w
Mitja,2,m
Mieke,2,w
Mohamed,2,m
Milou,2,w
Mohammad,2,m
Minoo,2,w
Morten,2,m
Monika,2,w
Moses,2,m
Naomi,2,w
Naim,2,m
Natalie,2,w
Natan,2,m
Nela,2,w
Nelson,2,m
Nelly,2,w
Nepomuk,2,m
Nikita,2,w
Nicolai,2,m
Noa,2,w
Nino,2,m
Nola,2,w
Norbert,2,m
Nuria,2,w
Olaf,2,m
Palina,2,w
Otis,2,m
Peggy,2,w
Paulo,2,m
Polina,2,w
Paulus,2,m
Ramona,2,w
Pawel,2,m
Raven,2,w
Philippe,2,m
Rebecca,2,w
Phillip,2,m
Rebekka,2,w
Rafael,2,m
Renate,2,w
Ralf,2,m
Rita,2,w
Ralph,2,m
Saphira,2,w
Ray,2,m
Scarlett,2,w
Reiner,2,m
Selina,2,w
Remo,2,m
Shirley,2,w
Ronny,2,m
Sidney,2,w
Rufus,2,m
Silvia,2,w
Samir,2,m
Sina,2,w
Sander,2,m
Smilla,2,w
Sascha,2,m
Soey,2,w
Severin,2,m
Stefanie,2,w
Stephan,2,m
Su,2,w
Sven,2,m
Sue,2,w
Taavi,2,m
Susann,2,w
Taha,2,m
Svea,2,w
Tayo,2,m
Therese,2,w
Thaddäus,2,m
Tomma,2,w
Theodore,2,m
Trudi,2,w
Thilo,2,m
Valeria,2,w
Tiago,2,m
Vida,2,w
Timon,2,m
Viola,2,w
Timothy,2,m
Wilma,2,w
Uwe,2,m
Yael,2,w
William,2,m
Yasmine,2,w
Willy,2,m
Ylva,2,w
Wincent,2,m
Yva,2,w
Yari,2,m
Zoey,2,w
Younes,2,m
Zoë,2,w
Zacharias,2,m
Élise,2,w
Émile,2,m
Đức,2,m
