vorname,anzahl,geschlecht
Nicolas,7,m
Oscar,7,m
Thomas,7,m
Yasin,7,m
Amelia,6,w
Amina,6,w
Amira,6,w
Ana,6,w
Asya,6,w
Flora,6,w
Jolie,6,w
Livia,6,w
Madeleine,6,w
Maryam,6,w
Miriam,6,w
Noemi,6,w
Olivia,6,w
Rebecca,6,w
Selin,6,w
Yara,6,w
Zeynep,6,w
Antonio,6,m
Carlo,6,m
Deniz,6,m
Dieter,6,m
Eric,6,m
Jason,6,m
Kaan,6,m
Karim,6,m
Lennard,6,m
Luka,6,m
Magnus,6,m
Nikolaus,6,m
Philip,6,m
Said,6,m
Viktor,6,m
Aaliyah,5,w
Aleyna,5,w
Alice,5,w
Alicia,5,w
Anastasia,5,w
Anni,5,w
Aurora,5,w
Barbara,5,w
Dorothea,5,w
Edda,5,w
Edith,5,w
Elin,5,w
Estelle,5,w
Felicia,5,w
Feline,5,w
Fritzi,5,w
Gabriele,5,w
Helen,5,w
Irma,5,w
Iva,5,w
Jasmin,5,w
Jule,5,w
Julie,5,w
Lilith,5,w
Lilly,5,w
Alfred,5,m
Luzie,5,w
André,5,m
Malou,5,w
Antonius,5,m
Mara,5,w
Artur,5,m
Mariella,5,w
Bastian,5,m
Melis,5,w
Benedikt,5,m
Milena,5,w
Bennet,5,m
Milla,5,w
Carlos,5,m
Minou,5,w
Casimir,5,m
Miray,5,w
Diego,5,m
Nayla,5,w
Dominic,5,m
Romy,5,w
Elyas,5,m
Shirin,5,w
Eren,5,m
Eymen,5,m
Frank,5,m
Frederick,5,m
Hannes,5,m
Henrik,5,m
Ilyas,5,m
Ivan,5,m
Ivo,5,m
Jannes,5,m
Janosch,5,m
Joseph,5,m
Kerem,5,m
Lennox,5,m
Levin,5,m
Lionel,5,m
Léon,5,m
Malte,5,m
Marco,5,m
Marvin,5,m
Matthias,5,m
Matti,5,m
Michel,5,m
Mohamed,5,m
Moussa,5,m
Nepomuk,5,m
Niclas,5,m
Noel,5,m
Phil,5,m
Phillip,5,m
Rasmus,5,m
Rio,5,m
Romeo,5,m
Thore,5,m
Willem,5,m
Yunus,5,m
Ada,4,w
Adriana,4,w
Aliyah,4,w
Anne,4,w
Annelie,4,w
Aylin,4,w
Azra,4,w
Carolin,4,w
Cecilia,4,w
Christiane,4,w
Christine,4,w
Claire,4,w
Daria,4,w
Elina,4,w
Elizabeth,4,w
Elli,4,w
Emmi,4,w
Eylül,4,w
Fabienne,4,w
Fanny,4,w
Frederike,4,w
Giulia,4,w
Hazal,4,w
Heidi,4,w
Lana,4,w
Leonore,4,w
Letizia,4,w
Liliana,4,w
Lilou,4,w
Liv,4,w
Lore,4,w
Maila,4,w
Malia,4,w
Malin,4,w
Margarethe,4,w
Minna,4,w
Alper,4,m
Regina,4,w
Balthazar,4,m
Rose,4,w
Benno,4,m
Sofie,4,w
Berkay,4,m
Su,4,w
Bernd,4,m
Talia,4,w
Bjarne,4,m
Tamara,4,w
Colin,4,m
Tara,4,w
Dominik,4,m
Thea,4,w
Elia,4,m
Therese,4,w
Elian,4,m
Valerie,4,w
Emin,4,m
Wilhelmine,4,w
Emmanuel,4,m
Yael,4,w
Etienne,4,m
Felipe,4,m
Francesco,4,m
Fynn,4,m
Gregor,4,m
Ian,4,m
Joachim,4,m
John,4,m
Jonah,4,m
Kaspar,4,m
Kevin,4,m
Kolja,4,m
Kubilay,4,m
Lasse,4,m
Lennart,4,m
Lenny,4,m
Levent,4,m
León,4,m
Lion,4,m
Luan,4,m
Luke,4,m
Marc,4,m
Mark,4,m
Mert,4,m
Miran,4,m
Musa,4,m
Nathan,4,m
Nicolai,4,m
Nikolai,4,m
Robert,4,m
Roman,4,m
Sami,4,m
Silas,4,m
Stefan,4,m
Tarik,4,m
Tristan,4,m
Victor,4,m
Vito,4,m
Wolfgang,4,m
Adele,3,w
Agnes,3,w
Alara,3,w
Aliya,3,w
Almira,3,w
Alva,3,w
Amanda,3,w
Andjelina,3,w
Angela,3,w
Anita,3,w
Annabelle,3,w
Annemarie,3,w
Aria,3,w
Ayşe,3,w
Bo,3,w
Catalina,3,w
Catherine,3,w
Chiara,3,w
Christa,3,w
Cleo,3,w
Diana,3,w
Eftelya,3,w
Eleni,3,w
Eleonora,3,w
Eleonore,3,w
Ellen,3,w
Erika,3,w
Eslem,3,w
Esther,3,w
Fatima,3,w
Fiona,3,w
Gabriella,3,w
Helin,3,w
Ilayda,3,w
Ina,3,w
Ines,3,w
Iris,3,w
Isabell,3,w
Jade,3,w
Abdullah,3,m
Janine,3,w
Adem,3,m
Janne,3,w
Ahmed,3,m
Joanna,3,w
Alban,3,m
Jonna,3,w
Alexandrovič,3,m
Josefina,3,w
Amin,3,m
Juli,3,w
Andreevič,3,m
Karlotta,3,w
Anis,3,m
Kiana,3,w
Anthony,3,m
Laila,3,w
Aras,3,m
Leandra,3,w
Arda,3,m
Lene,3,w
Armando,3,m
Leona,3,w
Aron,3,m
Leticia,3,w
Aurel,3,m
Lili,3,w
Bennett,3,m
Lilian,3,w
Bo,3,m
Lily,3,w
Cem,3,m
Lilya,3,w
Cornelius,3,m
Linda,3,w
Darian,3,m
Linn,3,w
Dean,3,m
Lorena,3,w
Dennis,3,m
Luana,3,w
Edward,3,m
Luzia,3,w
Ege,3,m
Mai,3,w
Eike,3,m
Malena,3,w
Eliot,3,m
Mariam,3,w
Enno,3,m
Marija,3,w
Erwin,3,m
Marit,3,w
Fernando,3,m
Marleen,3,w
Hamza,3,m
Marta,3,w
Hanno,3,m
Mary,3,w
Hasan,3,m
Mathilde,3,w
Heinz,3,m
Melia,3,w
Henning,3,m
Melissa,3,w
Herbert,3,m
Mercedes,3,w
Hermann,3,m
Michelle,3,w
Jamie,3,m
Mona,3,w
Jay,3,m
Naima,3,w
Jonte,3,m
Naomi,3,w
Juan,3,m
Natalia,3,w
Jürgen,3,m
Nelly,3,w
Kai,3,m
Nicole,3,w
Kemal,3,m
Nila,3,w
Kian,3,m
Nur,3,w
Kiyan,3,m
Petra,3,w
Klaas,3,m
Philina,3,w
Kuzey,3,m
Philippa,3,w
Lazar,3,m
Polina,3,w
Lenn,3,m
Rana,3,w
Leonhard,3,m
Ronja,3,w
Leonidas,3,m
Ruby,3,w
Lias,3,m
Ruth,3,w
Lorenz,3,m
Salome,3,w
Manuel,3,m
Samantha,3,w
Marcel,3,m
Selma,3,w
Marcus,3,m
Tabea,3,w
Mario,3,m
Teresa,3,w
Marko,3,m
Tiana,3,w
Mathias,3,m
Tuana,3,w
Matthis,3,m
Yaren,3,w
Maurice,3,m
Zainab,3,w
Maxime,3,m
Merlin,3,m
Miguel,3,m
Mike,3,m
Mio,3,m
Mohamad,3,m
Muhammad,3,m
Nathanael,3,m
Neo,3,m
Nico,3,m
Nikolas,3,m
Pascal,3,m
Piet,3,m
Prince,3,m
Rafael,3,m
Rayan,3,m
Reinhard,3,m
René,3,m
Ryan,3,m
Salih,3,m
Santiago,3,m
Timur,3,m
Umut,3,m
Vico,3,m
Winfried,3,m
Younes,3,m
Ömer,3,m
Ahmed,2,w
Alea,2,w
Aleksandra,2,w
Aleksandrovna,2,w
Alessandra,2,w
Alexa,2,w
Alisa,2,w
Alisha,2,w
Amila,2,w
Amilia,2,w
Anaïs,2,w
Andrea,2,w
Angelika,2,w
Angelina,2,w
Anika,2,w
Annabell,2,w
Anneli,2,w
Anouk,2,w
Ariella,2,w
Arina,2,w
Asta,2,w
Ayda,2,w
Aysima,2,w
Bảo,2,w
Camille,2,w
Carmen,2,w
Carolina,2,w
Abdul,2,m
Caroline,2,w
Adel,2,m
Catharina,2,w
Alejandro,2,m
Charlotta,2,w
Aleksandar,2,m
Cherry,2,w
Aleksander,2,m
Cheyenne,2,w
Alen,2,m
Chloé,2,w
Alessandro,2,m
Christel,2,w
Alex,2,m
Claudia,2,w
Alexis,2,m
Cora,2,w
Alvar,2,m
Cosima,2,w
Alvin,2,m
Dana,2,w
Amar,2,m
Defne,2,w
An,2,m
Dila,2,w
Anas,2,m
Doris,2,w
Andrés,2,m
Dorka,2,w
Angelov,2,m
Eliana,2,w
Anıl,2,m
Elinor,2,w
Anjo,2,m
Elissa,2,w
Anselm,2,m
Else,2,w
Ari,2,m
Elâ,2,w
Arian,2,m
Ema,2,w
Arjun,2,m
Emmelie,2,w
Atakan,2,m
Emmy,2,w
Augustin,2,m
Erna,2,w
Augustus,2,m
Esra,2,w
Aurelio,2,m
Eszter,2,w
Balthasar,2,m
Eugenia,2,w
Batu,2,m
Fay,2,w
Batuhan,2,m
Fina,2,w
Bela,2,m
Finja,2,w
Benedict,2,m
Francesca,2,w
Bernhard,2,m
Gisela,2,w
Bilal,2,m
Giselle,2,w
Béla,2,m
Gloria,2,w
Cafer,2,m
Grace,2,w
Corvin,2,m
Gül,2,w
Dante,2,m
Hana,2,w
Dario,2,m
Hanne,2,w
Darius,2,m
Harriet,2,w
Davis,2,m
Hauraa,2,w
Detlef,2,m
Hedi,2,w
Devin,2,m
Hella,2,w
Dietrich,2,m
Hira,2,w
Dimitrios,2,m
Holly,2,w
Dorian,2,m
Iman,2,w
Dustin,2,m
Imani,2,w
Eddy,2,m
Ingrid,2,w
Eduard,2,m
Jamila,2,w
Efe,2,m
Jane,2,w
Egon,2,m
Janina,2,w
Eli,2,m
Jeannette,2,w
Elijah,2,m
Jette,2,w
Emirhan,2,m
Joleen,2,w
Enes,2,m
Jona,2,w
Ennio,2,m
Joy,2,w
Ensar,2,m
Juliana,2,w
Eray,2,m
Julietta,2,w
Fadel,2,m
June,2,w
Fallou,2,m
Juno,2,w
Fatih,2,m
Kaja,2,w
Finley,2,m
Kara,2,w
Francis,2,m
Karina,2,w
Francisco,2,m
Karolina,2,w
George,2,m
Karoline,2,w
Gerhard,2,m
Katarina,2,w
Gustaf,2,m
Katarzyna,2,w
Hakan,2,m
Kim,2,w
Harald,2,m
Konstantinovna,2,w
Haris,2,m
Ksenia,2,w
Harun,2,m
Käthe,2,w
Hassan,2,m
Lamia,2,w
Hendrik,2,m
Lara-Sophie,2,w
Herman,2,m
Lareen,2,w
Holger,2,m
Larissa,2,w
Horst,2,m
Leah,2,w
Ilian,2,m
Leana,2,w
Ilias,2,m
Lenja,2,w
Ilyan,2,m
Lenya,2,w
Immanuel,2,m
Leonita,2,w
Imran,2,m
Li,2,w
Isa,2,m
Lien,2,w
Islam,2,m
Lila,2,w
Ismail,2,m
Lilia,2,w
Issa,2,m
Linea,2,w
Jack,2,m
Liya,2,w
Jacques,2,m
Ljubica,2,w
Jake,2,m
Lotti,2,w
Jakub,2,m
Lucienne,2,w
Jamal,2,m
Lucy,2,w
James,2,m
Lucía,2,w
Janek,2,m
Lívia,2,w
Jannick,2,m
Mae,2,w
Jaron,2,m
Magdalene,2,w
Jayden,2,m
Maia,2,w
Jean,2,m
Mailin,2,w
Jeremia,2,m
Malak,2,w
Joko,2,m
Malina,2,w
Joon,2,m
Malu,2,w
Joona,2,m
Manuela,2,w
Jordan,2,m
Marcela,2,w
Joris,2,m
Mareike,2,w
Joscha,2,m
Margareta,2,w
Josef,2,m
Margit,2,w
Jules,2,m
Margot,2,w
Junis,2,m
Margrit,2,w
Jörg,2,m
Marie-Sophie,2,w
Kalle,2,m
Marina,2,w
Karlo,2,m
Marisol,2,w
Kasimir,2,m
Marnie,2,w
Kenzo,2,m
María,2,w
Kimi,2,m
Masal,2,w
Klaus,2,m
Mavie,2,w
Konstantinos,2,m
Mei,2,w
Kristian,2,m
Melek,2,w
Lars,2,m
Meliha,2,w
Leandro,2,m
Melisa,2,w
Lee,2,m
Meral,2,w
Leif,2,m
Meret,2,w
Leonas,2,m
Merit,2,w
Lewin,2,m
Meta,2,w
Lewis,2,m
Mia-Sophie,2,w
Lian,2,m
Mieke,2,w
Lino,2,m
Milou,2,w
Liron,2,m
Minh,2,w
Long,2,m
Mirabelle,2,w
Loukas,2,m
My,2,w
Lucius,2,m
Nadia,2,w
Mads,2,m
Naemi,2,w
Mael,2,m
Nala,2,w
Mahir,2,m
Natalie,2,w
Mahmut,2,m
Neele,2,w
Mailo,2,m
Nela,2,w
Maina,2,m
Nelli,2,w
Malek,2,m
Nilay,2,w
Manfred,2,m
Nira,2,w
Martín,2,m
Noa,2,w
Maximillian,2,m
Nour,2,w
Maël,2,m
Philine,2,w
Melchior,2,m
Phoebe,2,w
Mete,2,m
Pina,2,w
Mian,2,m
Rahel,2,w
Michele,2,m
Rebekka,2,w
Mikael,2,m
Renate,2,w
Mikail,2,m
Renée,2,w
Mile,2,m
Rieke,2,w
Mirza,2,m
Rima,2,w
Moises,2,m
Rita,2,w
Morris,2,m
Rosemarie,2,w
Nana,2,m
Samira,2,w
Natan,2,m
Saya,2,w
Nathaniel,2,m
Selina,2,w
Nick,2,m
Sena,2,w
Nicklas,2,m
Seraphina,2,w
Niko,2,m
Simay,2,w
Nikola,2,m
Sina,2,w
Noa,2,m
Soraya,2,w
Noam,2,m
Sumi,2,w
Nolan,2,m
Summer,2,w
Norbert,2,m
Susanne,2,w
Norman,2,m
Taha,2,w
Noyan,2,m
Tessa,2,w
Nuri,2,m
Theodora,2,w
Nuriel,2,m
Theresia,2,w
Olaf,2,m
Tiara,2,w
Tyra,2,w
Pablo,2,m
Ulrike,2,w
Paris,2,m
Ursula,2,w
Patrice,2,m
Ute,2,w
Philippe,2,m
Valeria,2,w
Phong,2,m
Vanessa,2,w
Pierre,2,m
Veronika,2,w
Pino,2,m
Vida,2,w
Raffael,2,m
Vivien,2,w
Ragnar,2,m
Vivienne,2,w
Rainer,2,m
Wanjiku,2,w
Raphaël,2,m
Wiktoria,2,w
Robin,2,m
Wilhelmina,2,w
Rocco,2,m
Ylvie,2,w
Rudi,2,m
Yuna,2,w
Rufus,2,m
Zahra,2,w
Salvatore,2,m
Zahraa,2,w
Sam,2,m
Zara,2,w
Seyit,2,m
Zita,2,w
Silvester,2,m
Zoey,2,w
Sinan,2,m
Zora,2,w
Sofian,2,m
Şirin,2,w
Steven,2,m
Sven,2,m
Taha,2,m
Talha,2,m
Tammo,2,m
Tamo,2,m
Tarık,2,m
Teoman,2,m
Thaddeus,2,m
Theodoros,2,m
Tiberius,2,m
Tibet,2,m
Tibor,2,m
Till,2,m
Tilman,2,m
Timo,2,m
Timon,2,m
Tino,2,m
Tomasz,2,m
Tuğra,2,m
Tyron,2,m
Tyrone,2,m
Valentino,2,m
Valerijo,2,m
Viacheslavovič,2,m
Viggo,2,m
Vitus,2,m
Walid,2,m
Walther,2,m
Werner,2,m
Willi,2,m
Wissam,2,m
Wolf,2,m
Xaver,2,m
Yanis,2,m
Yannick,2,m
Yavuz,2,m
Yaw,2,m
Yves,2,m
Zacharias,2,m
