vorname,anzahl,geschlecht
Louise,7,w
Lucy,7,w
Mai,7,w
Margarete,7,w
Martha,7,w
Mina,7,w
Aaron,7,m
Nhi,7,w
Amir,7,m
Nina,7,w
August,7,m
Olivia,7,w
Constantin,7,m
Sofia,7,w
Gabriel,7,m
Theresa,7,w
Gia,7,m
Vy,7,w
Gustav,7,m
Heinrich,7,m
Henrik,7,m
James,7,m
Jason,7,m
Lennard,7,m
Levin,7,m
Maria,7,m
Mats,7,m
Maxim,7,m
Pepe,7,m
Rafael,7,m
Robert,7,m
Tony,7,m
Yusuf,7,m
Amalia,6,w
Annabelle,6,w
Asmin,6,w
Berfin,6,w
Elin,6,w
Elli,6,w
Elsa,6,w
Friederike,6,w
Henriette,6,w
Klara,6,w
Lola,6,w
Merle,6,w
Milena,6,w
Milla,6,w
My,6,w
Ahmet,6,m
Rosalie,6,w
Albert,6,m
Sofie,6,w
Azad,6,m
Stella,6,w
Bela,6,m
Zehra,6,w
Benno,6,m
Zoey,6,w
Emre,6,m
Enno,6,m
Eren,6,m
Eric,6,m
Finn,6,m
Florian,6,m
Jacob,6,m
Johan,6,m
Kevin,6,m
Khang,6,m
Kurt,6,m
Lionel,6,m
Mathis,6,m
Mattis,6,m
Mohammad,6,m
Nam,6,m
Nathan,6,m
Nick,6,m
Nikolas,6,m
Nils,6,m
Omar,6,m
Phillip,6,m
Raphael,6,m
Rio,6,m
Thanh,6,m
Tobias,6,m
Đức,6,m
Alice,5,w
Amina,5,w
Amira,5,w
Anastasia,5,w
Angela,5,w
Ann,5,w
Elena,5,w
Esma,5,w
Hira,5,w
Isabella,5,w
Joleen,5,w
Karla,5,w
Käthe,5,w
Lilith,5,w
Lilli,5,w
Linda,5,w
Marla,5,w
Meryem,5,w
Milana,5,w
Mona,5,w
Monika,5,w
Nur,5,w
Rose,5,w
Sara,5,w
Yuna,5,w
Adrian,5,m
Alfred,5,m
Antonio,5,m
Bảo,5,m
Caspar,5,m
Charlie,5,m
Duc,5,m
Hannes,5,m
Jaron,5,m
Jasper,5,m
Joel,5,m
Jona,5,m
Jonah,5,m
Konrad,5,m
Leander,5,m
Lennart,5,m
Leopold,5,m
Ludwig,5,m
Luke,5,m
Malik,5,m
Mio,5,m
Mohamed,5,m
Mustafa,5,m
Nino,5,m
Otto,5,m
Tuan,5,m
Alba,4,w
Amelia,4,w
An,4,w
Anni,4,w
Aya,4,w
Bảo,4,w
Caroline,4,w
Chi,4,w
Dilara,4,w
Edith,4,w
Eleonora,4,w
Emmi,4,w
Enna,4,w
Eylül,4,w
Fatima,4,w
Finja,4,w
Flora,4,w
Gia,4,w
Ha,4,w
Jamila,4,w
Jolie,4,w
Joy,4,w
Kim,4,w
Lene,4,w
Leyla,4,w
Lieselotte,4,w
Lilian,4,w
Liliana,4,w
Ahmed,4,m
Lovis,4,w
André,4,m
Lucie,4,w
Artur,4,m
Maike,4,w
Bao,4,m
Mariam,4,w
Bastian,4,m
Marina,4,w
Bilal,4,m
Marleen,4,w
Bo,4,m
Marta,4,w
Carlo,4,m
Martina,4,w
Dean,4,m
Melis,4,w
Dylan,4,m
Melissa,4,w
Elijah,4,m
Mika,4,w
Emir,4,m
Neele,4,w
Ferdinand,4,m
Ngọc,4,w
Frank,4,m
Nuria,4,w
Gerhard,4,m
Paulina,4,w
Ilyas,4,m
Polly,4,w
Jamie,4,m
Ruth,4,w
Jaro,4,m
Samira,4,w
Joe,4,m
Valentina,4,w
Jonny,4,m
Vanessa,4,w
Josef,4,m
Vera,4,w
Joseph,4,m
Yasmin,4,w
Juri,4,m
Zoe,4,w
Kaan,4,m
Lasse,4,m
Leonardo,4,m
Long,4,m
Lou,4,m
Luc,4,m
Malte,4,m
Matti,4,m
Mert,4,m
Metehan,4,m
Murat,4,m
Pascal,4,m
Philip,4,m
Roman,4,m
Said,4,m
Salih,4,m
Sam,4,m
Timon,4,m
Toni,4,m
Tuấn,4,m
Willem,4,m
Youssef,4,m
Alexis,3,w
Alisha,3,w
Amely,3,w
Amy,3,w
Anne,3,w
Annie,3,w
Annika,3,w
Asya,3,w
Aylin,3,w
Ayşe,3,w
Bella,3,w
Cecilia,3,w
Celine,3,w
Christina,3,w
Christine,3,w
Claire,3,w
Cleo,3,w
Daria,3,w
Denise,3,w
Dora,3,w
Dorothea,3,w
Ece,3,w
Abdurrahman,3,m
Ela,3,w
Alen,3,m
Emine,3,w
Alper,3,m
Ernestine,3,w
Amadeus,3,m
Ewa,3,w
Amos,3,m
Fatma,3,w
Andreas,3,m
Filippa,3,w
Arda,3,m
Franziska,3,w
Aron,3,m
Grace,3,w
Aurel,3,m
Hana,3,w
Bennet,3,m
Hatice,3,w
Bennett,3,m
Havin,3,w
Burak,3,m
Heidi,3,w
Dominik,3,m
Hilde,3,w
Elia,3,m
Hong,3,w
Elian,3,m
Hoàng,3,w
Emin,3,m
Jolina,3,w
Erdem,3,m
Joline,3,w
Eymen,3,m
Juli,3,w
Fabio,3,m
Julie,3,w
Fernando,3,m
Juna,3,w
Fiete,3,m
Leila,3,w
Guy,3,m
Liana,3,w
Hadi,3,m
Lilo,3,w
Hamza,3,m
Liv,3,w
Hans,3,m
Luzia,3,w
Hassan,3,m
Madita,3,w
Helmut,3,m
Malina,3,w
Herbert,3,m
Malou,3,w
Hüseyin,3,m
Mara,3,w
Ilias,3,m
Marwa,3,w
Ilja,3,m
Mascha,3,w
Ismail,3,m
Medina,3,w
Ivan,3,m
Melia,3,w
Jack,3,m
Melody,3,w
Janne,3,m
Merve,3,w
Jannik,3,m
Michaela,3,w
Jannis,3,m
Minh,3,w
Johnny,3,m
Narin,3,w
Julien,3,m
Nela,3,w
Kilian,3,m
Nika,3,w
Lars,3,m
Nike,3,w
Leonhard,3,m
Nisa,3,w
Lias,3,m
Noa,3,w
Linus,3,m
Petra,3,w
Luka,3,m
Pina,3,w
Magnus,3,m
Sabine,3,w
Mahir,3,m
Salome,3,w
Malek,3,m
Selma,3,w
Marco,3,m
Smilla,3,w
Marek,3,m
Su,3,w
Marvin,3,m
Svea,3,w
Matheo,3,m
Tabea,3,w
Miran,3,m
Tara,3,w
Mohamad,3,m
Teresa,3,w
Mohammed,3,m
Thea,3,w
Musa,3,m
Thu,3,w
Nael,3,m
Tuana,3,w
Neo,3,m
Victoria,3,w
Nepomuk,3,m
Vida,3,w
Nikita,3,m
Viktoria,3,w
Nikolai,3,m
Zeynep,3,w
Noel,3,m
Nouri,3,m
Pelle,3,m
Pierre,3,m
Piet,3,m
Robin,3,m
Romeo,3,m
Santiago,3,m
Selim,3,m
Siegfried,3,m
Tahir,3,m
Taylan,3,m
Taylor,3,m
Thành,3,m
Till,3,m
Tommy,3,m
Tristan,3,m
Trung,3,m
Tyler,3,m
Tùng,3,m
Umut,3,m
Valentino,3,m
Wolf,3,m
Xaver,3,m
Yahya,3,m
Yigit,3,m
Yunus,3,m
Zakaria,3,m
Aaliyah,2,w
Adele,2,w
Adriana,2,w
Aisha,2,w
Aleyna,2,w
Alia,2,w
Alicia,2,w
Aliyah,2,w
Almina,2,w
Almira,2,w
Amal,2,w
Amanda,2,w
Amélie,2,w
Andrea,2,w
Angelika,2,w
Anita,2,w
Annabell,2,w
Annegret,2,w
Anneli,2,w
Antoinette,2,w
Arina,2,w
Audrey,2,w
Aurelia,2,w
Aurora,2,w
Ayla,2,w
Ayola,2,w
Bahar,2,w
Barbara,2,w
Abbas,2,m
Betty,2,w
Abdul,2,m
Betül,2,w
Abdullah,2,m
Beyza,2,w
Adnan,2,m
Brigitta,2,w
Alan,2,m
Camille,2,w
Aland,2,m
Caterina,2,w
Alex,2,m
Cemre,2,w
Alfons,2,m
Cennet,2,w
Alfonso,2,m
Charleen,2,w
Alican,2,m
Chayenne,2,w
Alon,2,m
Chloé,2,w
Alperen,2,m
Claudia,2,w
Alvin,2,m
Cosima,2,w
Amin,2,m
Delal,2,w
An,2,m
Dilek,2,w
Anand,2,m
Edda,2,w
Anatol,2,m
Elina,2,w
Andre,2,m
Elinor,2,w
Anthony,2,m
Elissa,2,w
Antonius,2,m
Ellen,2,w
Ari,2,m
Ellinor,2,w
Armando,2,m
Eloise,2,w
Armin,2,m
Erika,2,w
Arno,2,m
Erva,2,w
Artiom,2,m
Esila,2,w
Artjom,2,m
Eslem,2,w
Arvid,2,m
Esra,2,w
Augustin,2,m
Estelle,2,w
Ayaz,2,m
Evelyn,2,w
Aziz,2,m
Felicitas,2,w
Batuhan,2,m
Felipa,2,w
Benedikt,2,m
Florentine,2,w
Berkay,2,m
Francesca,2,w
Bernd,2,m
Frederike,2,w
Bero,2,m
Fritzi,2,w
Bjarne,2,m
Gabriele,2,w
Björn,2,m
Gabriella,2,w
Brian,2,m
Giulia,2,w
Béla,2,m
Giuliana,2,w
Bình,2,m
Gudrun,2,w
Bünyamin,2,m
Han,2,w
Carlos,2,m
Harriet,2,w
Casimir,2,m
Helen,2,w
Casper,2,m
Helin,2,w
Cemil,2,m
Hermine,2,w
Charles,2,m
Hildegard,2,w
Christoph,2,m
Huong,2,w
Christopher,2,m
Hümeyra,2,w
Clemens,2,m
Iman,2,w
Conrad,2,m
Inci,2,w
Damian,2,m
Iris,2,w
Damon,2,m
Irma,2,w
Darian,2,m
Irmak,2,w
Dario,2,m
Isa,2,w
Darren,2,m
Isabell,2,w
Dat,2,m
Isabelle,2,w
Dejan,2,m
Jade,2,w
Deniz,2,m
Jana,2,w
Denny,2,m
Jane,2,w
Dominique,2,m
Janna,2,w
Duy,2,m
Jenin,2,w
Dức,2,m
Jenna,2,w
Eddi,2,m
Jennifer,2,w
Eddy,2,m
Jessica,2,w
Edwin,2,m
Jette,2,w
Efe,2,m
Joana,2,w
Eliah,2,m
Jonna,2,w
Elliot,2,m
Juno,2,w
Elyas,2,m
Kaja,2,w
Emanuel,2,m
Karlotta,2,w
Emiliano,2,m
Karolina,2,w
Emirhan,2,m
Kaya,2,w
Emmet,2,m
Kyra,2,w
Enes,2,m
Laetitia,2,w
Ensar,2,m
Lale,2,w
Etienne,2,m
Lana,2,w
Falk,2,m
Laney,2,w
Finley,2,m
Larissa,2,w
Finn-Luca,2,m
Lea-Sophie,2,w
Fred,2,m
Lenya,2,w
Frederick,2,m
Leonora,2,w
Fridolin,2,m
Leya,2,w
Frieder,2,m
Liane,2,w
George,2,m
Lieke,2,w
German,2,m
Lili,2,w
Gregor,2,m
Lilia,2,w
Halil,2,m
Lily,2,w
Halit,2,m
Lin,2,w
Hanno,2,m
Lindsay,2,w
Harun,2,m
Linea,2,w
Hasan,2,m
Liva,2,w
Henning,2,m
Lore,2,w
Hermann,2,m
Luzie,2,w
Hussein,2,m
Lê,2,w
Ian,2,m
Mae,2,w
Ilay,2,m
Maia,2,w
Immanuel,2,m
Maira,2,w
Isaac,2,m
Malin,2,w
Jackson,2,m
Mar,2,w
Jamil,2,m
Maren,2,w
Jay,2,m
Margareta,2,w
Jeremy,2,m
Margarethe,2,w
Jermaine,2,m
Mari,2,w
Jibril,2,m
Marianne,2,w
Jon,2,m
Marie-Louise,2,w
Jorin,2,m
Marietta,2,w
Junis,2,m
Marike,2,w
Kai,2,m
Marlena,2,w
Kamal,2,m
Mayla,2,w
Kasimir,2,m
Medine,2,w
Kaspar,2,m
Melanie,2,w
Kerem,2,m
Melek,2,w
Kirill,2,m
Melinda,2,w
Klaas,2,m
Melisa,2,w
Klaus,2,m
Meta,2,w
Kuzey,2,m
Michelle,2,w
Lamin,2,m
Mie,2,w
Lando,2,m
Mieke,2,w
Levent,2,m
Milou,2,w
Lewis,2,m
Minu,2,w
Lian,2,m
Miranda,2,w
Lino,2,m
Miriam,2,w
Lion,2,m
Nadia,2,w
Lorenz,2,m
Naima,2,w
Lorenzo,2,m
Nala,2,w
Luan,2,m
Nana,2,w
Lucien,2,m
Natalie,2,w
Luiz,2,m
Nevin,2,w
Lutz,2,m
Như,2,w
Lâm,2,m
Nidanur,2,w
Léon,2,m
Nikola,2,w
Mads,2,m
Nisanur,2,w
Marian,2,m
Noelle,2,w
Mario,2,m
Noemi,2,w
Markus,2,m
Nola,2,w
Marlo,2,m
Noomi,2,w
Matthias,2,m
Nova,2,w
Maurice,2,m
Olga,2,w
Messi,2,m
Oona,2,w
Michel,2,m
Paloma,2,w
Miglenov,2,m
Philina,2,w
Mirac,2,m
Phương,2,w
Miro,2,m
Pilar,2,w
Miron,2,m
Pola,2,w
Mitja,2,m
Quynh,2,w
Muhammad,2,m
Quỳnh,2,w
Muhammet,2,m
Rahel,2,w
Musab,2,m
Ravza,2,w
Nelson,2,m
Rebecca,2,w
Nguyễn,2,m
Renate,2,w
Nhat,2,m
Ronja,2,w
Nicklas,2,m
Rubina,2,w
Nicolás,2,m
Ruby,2,w
Pan,2,m
Seinab,2,w
Pau,2,m
Selin,2,w
Phi,2,m
Selina,2,w
Piotr,2,m
Sham,2,w
Prince,2,m
Sherin,2,w
Quang,2,m
Silvia,2,w
Quoc,2,m
Steffi,2,w
Ricardo,2,m
Sude,2,w
Rico,2,m
Suna,2,w
Roger,2,m
Sunny,2,w
Ruben,2,m
Sümeyye,2,w
Rudi,2,m
Tamia,2,w
Ryan,2,m
Teodora,2,w
Samir,2,m
Thao,2,w
Scott,2,m
Theodora,2,w
Seyit,2,m
Tien,2,w
Silas,2,m
Tiffany,2,w
Singh,2,m
Toni,2,w
Steven,2,m
Trân,2,w
Sven,2,m
Türkan,2,w
Süleyman,2,m
Ursula,2,w
Talip,2,m
Uyên,2,w
Teo,2,m
Valeria,2,w
Thiago,2,m
Velma,2,w
Thore,2,m
Victorovna,2,w
Til,2,m
Violetta,2,w
Timo,2,m
Vu,2,w
Timur,2,m
Vân,2,w
Tiến,2,m
Wanda,2,w
Tran,2,m
Wilma,2,w
Viet,2,m
Wolke,2,w
Viktor,2,m
Wollin,2,w
Vu,2,m
Yade,2,w
Wanja,2,m
Yasemin,2,w
Werner,2,m
Yağmur,2,w
William,2,m
Zara,2,w
Wim,2,m
Zora,2,w
Winston,2,m
Zoé,2,w
Wolfgang,2,m
Şura,2,w
Yanis,2,m
Yavuz,2,m
Yorck,2,m
Younes,2,m
Zion,2,m
Çınar,2,m
Ömer,2,m
